110000,北京,110100,北京,110101,东城
110000,北京,110100,北京,110102,西城
110000,北京,110100,北京,110105,朝阳
110000,北京,110100,北京,110106,丰台
110000,北京,110100,北京,110107,石景山
110000,北京,110100,北京,110108,海淀
110000,北京,110100,北京,110109,门头沟
110000,北京,110100,北京,110111,房山
110000,北京,110100,北京,110112,通州
110000,北京,110100,北京,110113,顺义
110000,北京,110100,北京,110114,昌平
110000,北京,110100,北京,110115,大兴
110000,北京,110100,北京,110116,怀柔
110000,北京,110100,北京,110117,平谷
110000,北京,110100,北京,110228,密云
110000,北京,110100,北京,110229,延庆
120000,天津,120100,天津,120101,和平
120000,天津,120100,天津,120102,河东
120000,天津,120100,天津,120103,河西
120000,天津,120100,天津,120104,南开
120000,天津,120100,天津,120105,河北
120000,天津,120100,天津,120106,红桥
120000,天津,120100,天津,120110,东丽
120000,天津,120100,天津,120111,西青
120000,天津,120100,天津,120112,津南
120000,天津,120100,天津,120113,北辰
120000,天津,120100,天津,120114,武清
120000,天津,120100,天津,120115,宝坻
120000,天津,120100,天津,120116,滨海新区
120000,天津,120100,天津,120221,宁河
120000,天津,120100,天津,120223,静海
120000,天津,120100,天津,120225,蓟县
130000,河北,130100,石家庄,130102,长安
130000,河北,130100,石家庄,130104,桥西
130000,河北,130100,石家庄,130105,新华
130000,河北,130100,石家庄,130107,井陉矿区
130000,河北,130100,石家庄,130108,裕华
130000,河北,130100,石家庄,130109,藁城
130000,河北,130100,石家庄,130110,鹿泉
130000,河北,130100,石家庄,130111,栾城
130000,河北,130100,石家庄,130121,井陉
130000,河北,130100,石家庄,130123,正定
130000,河北,130100,石家庄,130125,行唐
130000,河北,130100,石家庄,130126,灵寿
130000,河北,130100,石家庄,130127,高邑
130000,河北,130100,石家庄,130128,深泽
130000,河北,130100,石家庄,130129,赞皇
130000,河北,130100,石家庄,130130,无极
130000,河北,130100,石家庄,130131,平山
130000,河北,130100,石家庄,130132,元氏
130000,河北,130100,石家庄,130133,赵县
130000,河北,130100,石家庄,130181,辛集
130000,河北,130100,石家庄,130183,晋州
130000,河北,130100,石家庄,130184,新乐
130000,河北,130200,唐山,130202,路南
130000,河北,130200,唐山,130203,路北
130000,河北,130200,唐山,130204,古冶
130000,河北,130200,唐山,130205,开平
130000,河北,130200,唐山,130207,丰南
130000,河北,130200,唐山,130208,丰润
130000,河北,130200,唐山,130209,曹妃甸
130000,河北,130200,唐山,130223,滦县
130000,河北,130200,唐山,130224,滦南
130000,河北,130200,唐山,130225,乐亭
130000,河北,130200,唐山,130227,迁西
130000,河北,130200,唐山,130229,玉田
130000,河北,130200,唐山,130281,遵化
130000,河北,130200,唐山,130283,迁安
130000,河北,130300,秦皇岛,130302,海港
130000,河北,130300,秦皇岛,130303,山海关
130000,河北,130300,秦皇岛,130304,北戴河
130000,河北,130300,秦皇岛,130321,青龙
130000,河北,130300,秦皇岛,130322,昌黎
130000,河北,130300,秦皇岛,130323,抚宁
130000,河北,130300,秦皇岛,130324,卢龙
130000,河北,130400,邯郸,130402,邯山
130000,河北,130400,邯郸,130403,丛台
130000,河北,130400,邯郸,130404,复兴
130000,河北,130400,邯郸,130406,峰峰矿区
130000,河北,130400,邯郸,130421,邯郸
130000,河北,130400,邯郸,130423,临漳
130000,河北,130400,邯郸,130424,成安
130000,河北,130400,邯郸,130425,大名
130000,河北,130400,邯郸,130426,涉县
130000,河北,130400,邯郸,130427,磁县
130000,河北,130400,邯郸,130428,肥乡
130000,河北,130400,邯郸,130429,永年
130000,河北,130400,邯郸,130430,邱县
130000,河北,130400,邯郸,130431,鸡泽
130000,河北,130400,邯郸,130432,广平
130000,河北,130400,邯郸,130433,馆陶
130000,河北,130400,邯郸,130434,魏县
130000,河北,130400,邯郸,130435,曲周
130000,河北,130400,邯郸,130481,武安
130000,河北,130500,邢台,130502,桥东
130000,河北,130500,邢台,130503,桥西
130000,河北,130500,邢台,130521,邢台
130000,河北,130500,邢台,130522,临城
130000,河北,130500,邢台,130523,内丘
130000,河北,130500,邢台,130524,柏乡
130000,河北,130500,邢台,130525,隆尧
130000,河北,130500,邢台,130526,任县
130000,河北,130500,邢台,130527,南和
130000,河北,130500,邢台,130528,宁晋
130000,河北,130500,邢台,130529,巨鹿
130000,河北,130500,邢台,130530,新河
130000,河北,130500,邢台,130531,广宗
130000,河北,130500,邢台,130532,平乡
130000,河北,130500,邢台,130533,威县
130000,河北,130500,邢台,130534,清河
130000,河北,130500,邢台,130535,临西
130000,河北,130500,邢台,130581,南宫
130000,河北,130500,邢台,130582,沙河
130000,河北,130600,保定,130602,新市
130000,河北,130600,保定,130603,北市
130000,河北,130600,保定,130604,南市
130000,河北,130600,保定,130621,满城
130000,河北,130600,保定,130622,清苑
130000,河北,130600,保定,130623,涞水
130000,河北,130600,保定,130624,阜平
130000,河北,130600,保定,130625,徐水
130000,河北,130600,保定,130626,定兴
130000,河北,130600,保定,130627,唐县
130000,河北,130600,保定,130628,高阳
130000,河北,130600,保定,130629,容城
130000,河北,130600,保定,130630,涞源
130000,河北,130600,保定,130631,望都
130000,河北,130600,保定,130632,安新
130000,河北,130600,保定,130633,易县
130000,河北,130600,保定,130634,曲阳
130000,河北,130600,保定,130635,蠡县
130000,河北,130600,保定,130636,顺平
130000,河北,130600,保定,130637,博野
130000,河北,130600,保定,130638,雄县
130000,河北,130600,保定,130681,涿州
130000,河北,130600,保定,130682,定州
130000,河北,130600,保定,130683,安国
130000,河北,130600,保定,130684,高碑店
130000,河北,130700,张家口,130702,桥东
130000,河北,130700,张家口,130703,桥西
130000,河北,130700,张家口,130705,宣化
130000,河北,130700,张家口,130706,下花园
130000,河北,130700,张家口,130721,宣化
130000,河北,130700,张家口,130722,张北
130000,河北,130700,张家口,130723,康保
130000,河北,130700,张家口,130724,沽源
130000,河北,130700,张家口,130725,尚义
130000,河北,130700,张家口,130726,蔚县
130000,河北,130700,张家口,130727,阳原
130000,河北,130700,张家口,130728,怀安
130000,河北,130700,张家口,130729,万全
130000,河北,130700,张家口,130730,怀来
130000,河北,130700,张家口,130731,涿鹿
130000,河北,130700,张家口,130732,赤城
130000,河北,130700,张家口,130733,崇礼
130000,河北,130800,承德,130802,双桥
130000,河北,130800,承德,130803,双滦
130000,河北,130800,承德,130804,鹰手营子矿区
130000,河北,130800,承德,130821,承德
130000,河北,130800,承德,130822,兴隆
130000,河北,130800,承德,130823,平泉
130000,河北,130800,承德,130824,滦平
